subject PestNr Step_Size_OnTrial Response_Interval Pest_Interval Condition block trial velH velH_Pest Reaction_Time velH_Subject Start_Above Response_MotionEstimation
lala 1 1.2 second second 0 1 1 4 2.64 33.2355132102966 0 0 1
lala 2 1.2 first second 0 1 2 4 1.44 1.37784838676453 0 0 -1
lala 3 1.2 second second 0 1 3 4 2.64 0.655616521835327 0 0 1
lala 4 1.2 first first 0 1 4 4 1.44 1.94452285766602 0 0 1
lala 5 1.2 second first 0 1 5 4 0.24 3.07787132263184 0 0 -1
lala 6 0.6 first first 0 1 6 4 0.84 3.17787265777588 0 0 1
lala 7 0.3 first second 0 1 7 4 0.54 1.63340759277344 0 0 -1
lala 8 0.15 first second 0 1 8 4 0.6900001 0.777840375900269 0 0 -1
lala 9 0.15 first second 0 1 9 4 0.84 0.144498586654663 0 0 -1
lala 10 0.15 first second 0 1 10 4 0.99 0.0556085109710693 0 0 -1
lala 11 0.3 second first 0 1 11 4 1.29 6.40013837814331 0 0 -1
lala 12 0.6 first second 0 1 12 4 1.89 3.31120777130127 0 0 -1
lala 13 1.2 second first 0 1 13 4 3.09 3.15565013885498 0 0 -1
lala 14 2.4 first first 0 1 14 4 5.49 0.266722440719604 0 0 1
lala 15 1.2 second second 0 1 15 4 4.29 0.588948965072632 0 0 1
lala 16 1.2 second second 0 1 16 4 3.09 1.48896098136902 0 0 1
lala 17 1.2 first second 0 1 17 4 1.89 2.37786197662354 0 0 -1
lala 18 0.6 second first 0 1 18 4 2.49 0.633394002914429 0 0 -1
lala 19 0.6 second first 0 1 19 4 3.09 0.800062894821167 0 0 -1
lala 20 0.6 first second 0 1 20 4 3.69 2.05563545227051 0 0 -1
lala 21 1.2 second second 0 1 21 4 4.889999 0.255611181259155 0 0 1
lala 22 0.6 second second 0 1 22 4 4.289999 1.64451885223389 0 0 1
lala 23 0.6 first first 0 1 23 4 3.69 1.65563011169434 0 0 1
lala 24 0.6 first first 0 1 24 4 3.09 1.48896098136902 0 0 1
lala 25 1.2 first second 0 1 25 4 1.89 0.588948965072632 0 0 -1
lala 26 0.6 first second 0 1 26 4 2.49 0.977843046188354 0 0 -1
lala 27 0.6 first first 0 1 27 4 3.09 0.588948965072632 0 0 1
lala 28 0.3 second second 0 1 28 4 2.79 0.588948965072632 0 0 1
lala 29 0.3 first first 0 1 29 4 2.49 0.344501256942749 0 0 1
