subject PestNr Step_Size_OnTrial Response_Interval Pest_Interval Condition block trial velH velH_Pest Reaction_Time velH_Subject Start_Above Response_MotionEstimation
lala 8 0.6 first second 7 1 184 8 7.040001 0.839997529983521 -0.25 1 -1
lala 10 0.3 first first 13 1 185 6.6 5.178001 1.15999722480774 0 1 1
lala 11 0.15 first first 13 1 186 6.6 5.028001 0.779997587203979 0 1 1
lala 7 4.8 first second 2 1 187 -6.6 -11.556 0.699997663497925 -0.25 0 -1
lala 12 0.15 first second 13 1 188 6.6 4.878001 4.53999423980713 0 1 -1
lala 10 0.6 first first 9 1 189 -8 -7.340001 1.59999680519104 0 1 1
lala 12 1.2 first first 14 1 190 8 4.98 0.679997682571411 0 0 1
lala 7 1.2 first first 6 1 191 8 6.48 1.47999691963196 -0.25 0 1
lala 9 0.3 first first 7 1 192 8 7.340001 1.21999716758728 -0.25 1 1
lala 8 1.2 second first 20 1 193 6.6 4.356 1.01999735832214 0.25 0 -1
lala 5 0.6 second second 5 1 194 6.6 6.978 -2.40000009536743 -0.25 1 1
lala 9 0.15 second first 0 1 195 -8 -5.73 -2.40000009536743 -0.25 0 -1
lala 13 0.3 first first 10 1 196 -6.6 -4.206 2.21999645233154 0 0 1
lala 13 0.6 first second 14 1 197 8 4.380001 0.679997682571411 0 0 -1
lala 11 1.2 first first 9 1 198 -8 -6.14 2.01999664306641 0 1 1
lala 9 2.4 first second 21 1 199 6.6 2.178 1.01999735832214 0.25 1 -1
lala 8 9.6 first first 2 1 200 -6.6 -21.156 0.819997549057007 -0.25 0 1
lala 6 0.6 first second 5 1 201 6.6 6.378 1.8599967956543 -0.25 1 -1
lala 10 0.15 first first 7 1 202 8 7.190001 13.9401831626892 -0.25 1 1
lala 9 1.2 first second 23 1 203 8 7.639999 0.719997644424438 0.25 1 -1
lala 17 0.3 first second 17 1 204 -8 -6.027501 0.99999737739563 0.25 1 -1
lala 14 0.15 first second 10 1 205 -6.6 -4.056 2.33999633789063 0 0 -1
lala 11 2.4 first second 18 1 206 -6.6 -5.555999 1.5399968624115 0.25 0 -1
lala 17 0.6 first second 16 1 207 -8 -5.279999 3.27999544143677 0.25 0 -1
lala 10 0.6 first first 23 1 208 8 8.24 2.51999616622925 0.25 1 1
lala 3 1.2 first second 15 1 209 8 13.04 0.779997587203979 0 1 -1
lala 5 2.4 second first 8 1 210 -8 -1.680001 0.779997587203979 0 0 -1
lala 12 2.4 second first 18 1 211 -6.6 -7.955999 -2.40000009536743 0.25 0 -1
lala 9 0.6 first first 12 1 212 6.6 6.756 0.899997472763062 0 0 1
lala 14 0.3 first first 14 1 213 8 4.680001 2.07999658584595 0 0 1
lala 4 1.2 second second 15 1 214 8 14.24 1.01999735832214 0 1 1
lala 3 1.2 second first 3 1 215 -6.6 -6.378 -2.40000009536743 -0.25 1 -1
lala 12 0.075 second second 19 1 216 -6.6 -6.603 1.35999703407288 0.25 1 1
lala 6 1.2 first first 1 1 217 -8 -5.840001 2.07999658584595 -0.25 1 1
lala 13 2.4 first second 18 1 218 -6.6 -10.356 1.01999735832214 0.25 0 -1
lala 10 0.075 second second 0 1 219 -8 -5.804999 2.2999963760376 -0.25 0 1
