subject PestNr Step_Size_OnTrial Response_Interval Pest_Interval Condition block trial velH velH_Pest Reaction_Time velH_Subject Start_Above Response_MotionEstimation
lala 2 1.2 second first 16 1 74 -8 -6.48 0.359997987747192 0.2 0 -1
lala 4 1.2 second second 17 1 75 -8 -7.040001 0.739997625350952 0.2 1 1
lala 3 1.2 first first 15 1 76 8 8.240001 0.519997835159302 0 1 1
lala 1 1.2 first first 13 1 77 6.6 8.778 1.89999675750732 0 1 1
lala 3 1.2 second second 16 1 78 -8 -7.68 0.259998083114624 0.2 0 1
lala 4 1.2 second second 16 1 79 -8 -6.48 0.319998025894165 0.2 0 1
lala 3 1.2 second second 7 1 80 8 8.240001 0.339998006820679 -0.2 1 1
lala 5 0.6 first first 20 1 81 6.6 4.956 0.679997682571411 0.2 0 1
lala 5 2.4 second first 17 1 82 -8 -4.640001 0.179998159408569 0.2 1 -1
lala 6 0.6 second first 20 1 83 6.6 4.356 0.219998121261597 0.2 0 -1
lala 3 1.2 second second 3 1 84 -6.6 -6.378 0.339998006820679 -0.2 1 1
lala 3 1.2 first first 5 1 85 6.6 6.378 0.439997911453247 -0.2 1 1
lala 3 1.2 second second 0 1 86 -8 -5.280001 219.870660305023 -0.2 0 1
lala 8 2.4 second second 11 1 87 -6.6 -5.178 0.579997777938843 0 1 1
lala 2 1.2 first first 13 1 88 6.6 7.578 0.719997644424438 0 1 1
lala 4 1.2 first second 0 1 89 -8 -4.080001 0.459997892379761 -0.2 0 -1
lala 6 0.3 second first 18 1 90 -6.6 -5.256 0.23999810218811 0.2 0 -1
lala 7 0.3 second first 20 1 91 6.6 4.656 0.379997968673706 0.2 0 -1
lala 5 0.6 second first 0 1 92 -8 -4.680001 0.319998025894165 -0.2 0 -1
lala 4 1.2 first second 10 1 93 -6.6 -5.556 0.939997434616089 0 0 -1
lala 3 1.2 second first 8 1 94 -8 -5.280001 0.299998044967651 0 0 -1
lala 4 1.2 first first 3 1 95 -6.6 -5.178 0.699997663497925 -0.2 1 1
lala 8 0.3 first second 20 1 96 6.6 4.956 0.439997911453247 0.2 0 -1
lala 4 1.2 first first 8 1 97 -8 -6.48 2.57999610900879 0 0 1
lala 5 1.2 first first 16 1 98 -8 -5.280001 2.77999591827393 0.2 0 1
lala 9 1.2 first second 11 1 99 -6.6 -3.978 0.279998064041138 0 1 -1
lala 6 0.6 second second 2 1 100 -6.6 -4.956 0.379997968673706 -0.2 0 1
lala 4 1.2 first second 22 1 101 8 4.080001 1.17999720573425 0.2 0 -1
lala 5 1.2 first second 19 1 102 -6.6 -6.378 5.69999551773071 0.2 1 -1
lala 7 0.3 second first 18 1 103 -6.6 -5.556 0.219998121261597 0.2 0 -1
lala 6 1.2 first second 17 1 104 -8 -5.840001 0.299998044967651 0.2 1 -1
lala 6 0.6 first first 19 1 105 -6.6 -6.978 0.219998121261597 0.2 1 1
lala 9 0.3 first first 20 1 106 6.6 5.256001 0.39999794960022 0.2 0 1
lala 5 0.6 second first 22 1 107 8 4.680001 0.359997987747192 0.2 0 -1
lala 7 1.2 first second 17 1 108 -8 -7.040001 1.07999730110168 0.2 1 -1
lala 9 0.6 first first 4 1 109 6.6 5.555999 0.699997663497925 -0.2 0 1
lala 7 0.3 first first 19 1 110 -6.6 -6.678 0.479997873306274 0.2 1 1
lala 2 1.2 second second 21 1 111 6.6 7.578 0.299998044967651 0.2 1 1
lala 10 0.15 first first 20 1 112 6.6 5.106 0.479997873306274 0.2 0 1
lala 4 1.2 first first 7 1 113 8 7.040001 0.479997873306274 -0.2 1 1
lala 5 1.2 first first 6 1 114 8 7.68 0.699997663497925 -0.2 0 1
lala 5 2.4 second first 3 1 115 -6.6 -2.778 0.179998159408569 -0.2 1 -1
lala 8 0.3 first first 19 1 116 -6.6 -6.378 0.61999773979187 0.2 1 1
lala 4 1.2 second second 9 1 117 -8 -7.040001 0.359997987747192 0 1 1
lala 10 0.3 second first 4 1 118 6.6 5.255999 0.339998006820679 -0.2 0 -1
lala 5 0.6 first first 10 1 119 -6.6 -6.156 0.879997491836548 0 0 1
lala 4 1.2 first first 15 1 120 8 7.040001 0.299998044967651 0 1 1
lala 6 0.6 second second 22 1 121 8 5.280001 1.7199969291687 0.2 0 1
lala 5 2.4 first second 15 1 122 8 4.640001 0.23999810218811 0 1 -1
lala 4 1.2 second second 5 1 123 6.6 5.178 0.259998083114624 -0.2 1 1
lala 6 2.4 second first 16 1 124 -8 -2.880001 0.299998044967651 0.2 0 -1
lala 3 1.2 second first 12 1 125 6.6 4.356 2.85999584197998 0 0 -1
lala 2 1.2 first first 1 1 126 -8 -9.440001 0.39999794960022 -0.2 1 1
lala 11 0.15 first second 20 1 127 6.6 4.956 1.05999732017517 0.2 0 -1
lala 3 1.2 first first 1 1 128 -8 -8.240001 0.819997549057007 -0.2 1 1
lala 12 0.075 first second 20 1 129 6.6 5.031 2.05999660491943 0.2 0 -1
lala 6 0.6 first first 6 1 130 8 7.08 0.439997911453247 -0.2 0 1
