subject PestNr Step_Size_OnTrial Response_Interval Pest_Interval Condition block trial velH velH_Pest Reaction_Time velH_Subject Start_Above Response_MotionEstimation
lala 8 0.6 first first 19 1 75 -6.6 -6.978 1.83999681472778 0.25 1 1
lala 9 1.2 first first 19 1 76 -6.6 -5.778 1.51999688148499 0.25 1 1
lala 1 1.2 first first 18 1 77 -6.6 -4.356 1.27999711036682 0.25 0 1
lala 1 1.2 first first 13 1 78 6.6 8.778 0.479997873306274 0 1 1
lala 3 1.2 first first 11 1 79 -6.6 -6.378 1.57999682426453 0 1 1
lala 6 0.6 first first 9 1 80 -8 -8.840001 103.434251308441 0 1 1
lala 3 1.2 first second 2 1 81 -6.6 -6.756 2.47999620437622 -0.25 0 -1
lala 7 0.3 second second 9 1 82 -8 -8.540001 -2.40000009536743 0 1 1
lala 4 1.2 first first 3 1 83 -6.6 -7.578 0.879997491836548 -0.25 1 1
lala 3 1.2 first first 1 1 84 -8 -10.64 0.199998140335083 -0.25 1 1
lala 8 0.3 first second 9 1 85 -8 -8.240001 2.19999647140503 0 1 -1
lala 5 2.4 first second 21 1 86 6.6 2.778 1.5399968624115 0.25 1 -1
lala 6 0.6 first first 16 1 87 -8 -5.280001 1.77999687194824 0.25 0 1
lala 7 0.3 first first 15 1 88 8 7.04 2.5999960899353 0 1 1
lala 1 1.2 first second 23 1 89 8 10.64 0.899997472763062 0.25 1 -1
lala 2 1.2 first first 5 1 90 6.6 9.978 1.05999732017517 -0.25 1 1
lala 9 0.15 first second 9 1 91 -8 -8.39 0.559997797012329 0 1 -1
lala 4 1.2 second first 8 1 92 -8 -4.080001 -2.40000009536743 0 0 -1
lala 2 1.2 second first 14 1 93 8 4.08 2.57999610900879 0 0 -1
lala 6 0.3 first second 22 1 94 8 6.18 1.37999701499939 0.25 0 -1
lala 3 1.2 first first 5 1 95 6.6 8.778 3.43999528884888 -0.25 1 1
lala 4 1.2 first first 5 1 96 6.6 7.578 1.19999718666077 -0.25 1 1
lala 2 1.2 second first 20 1 97 6.6 5.556 1.15999722480774 0.25 0 -1
lala 2 1.2 first first 23 1 98 8 11.84 4.37999439239502 0.25 1 1
lala 5 1.2 first second 3 1 99 -6.6 -6.378 1.81999683380127 -0.25 1 -1
lala 3 1.2 first second 6 1 100 8 5.28 2.05999660491943 -0.25 0 -1
lala 4 1.2 first second 6 1 101 8 6.48 1.47999691963196 -0.25 0 -1
lala 5 2.4 first first 5 1 102 6.6 5.178 1.69999694824219 -0.25 1 1
lala 4 1.2 first first 11 1 103 -6.6 -5.178 1.8599967956543 0 1 1
lala 7 0.6 first second 12 1 104 6.6 5.556 1.99999666213989 0 0 -1
lala 5 2.4 first first 11 1 105 -6.6 -2.778 5.15999364852905 0 1 1
lala 10 0.15 second second 9 1 106 -8 -8.54 2.07999658584595 0 1 1
lala 8 0.3 second first 0 1 107 -8 -4.38 2.27999639511108 -0.25 0 -1
lala 6 1.2 first second 21 1 108 6.6 3.978 2.91999578475952 0.25 1 -1
lala 8 0.3 first second 12 1 109 6.6 5.856 1.75999689102173 0 0 -1
lala 6 4.8 second first 5 1 110 6.6 0.3779998 2.03999662399292 -0.25 1 -1
lala 2 1.2 first first 13 1 111 6.6 7.578 5.35999345779419 0 1 1
lala 4 1.2 first first 4 1 112 6.6 3.156 2.5999960899353 -0.25 0 1
lala 3 1.2 second second 13 1 113 6.6 6.378 0.719997644424438 0 1 1
lala 10 2.4 first first 19 1 114 -6.6 -3.378 4.53999423980713 0.25 1 1
lala 4 1.2 first second 1 1 115 -8 -9.440001 0.739997625350952 -0.25 1 -1
lala 5 2.4 first first 6 1 116 8 8.879999 1.37999701499939 -0.25 0 1
lala 8 0.3 first first 15 1 117 8 6.74 2.51999616622925 0 1 1
