subject PestNr Step_Size_OnTrial Response_Interval Pest_Interval Condition block trial velH velH_Pest Reaction_Time velH_Subject Response_MotionEstimation
lala 19 0.075 second first 9 1 338 -8 -5.862501 3.11999559402466 0 -1
lala 12 1.2 second second 8 1 339 -8 -6.799999 0.359997987747192 0 1
lala 19 0.15 second second 14 1 340 8 6.331251 0.319998025894165 0 1
lala 13 0.15 first first 19 1 341 -6.6 -6.329999 0.839997529983521 0.25 1
lala 11 0.0375 second second 0 1 342 -8 -6.425 0.319998025894165 -0.25 1
lala 19 0.009375 first first 4 1 343 6.6 7.03875 0.639997720718384 -0.25 1
lala 20 0.0046875 second second 4 1 344 6.6 7.034062 0.559997797012329 -0.25 1
lala 9 0.3 second first 17 1 345 -8 -6.5 0.679997682571411 0.25 -1
lala 16 0.075 second first 3 1 346 -6.6 -6.105 0.939997434616089 -0.25 -1
lala 16 0.15 first second 11 1 347 -6.6 -5.805001 0.519997835159302 0 -1
lala 21 0.0046875 second second 4 1 348 6.6 7.029375 0.419997930526733 -0.25 1
lala 16 0.0005859375 second first 13 1 349 6.6 5.389571 1.83999681472778 0 -1
lala 12 0.15 first first 7 1 350 8 8.000001 0.479997873306274 -0.25 1
lala 17 0.01875 second first 15 1 351 8 6.48125 1.11999726295471 0 -1
lala 10 0.15 second first 22 1 352 8 5.45 3.87999486923218 0.25 -1
lala 17 0.0005859375 second first 13 1 353 6.6 5.390157 0.419997930526733 0 -1
lala 20 0.075 second second 9 1 354 -8 -5.9375 0.579997777938843 0 1
lala 19 0.15 second first 16 1 355 -8 -6.3875 0.419997930526733 0.25 -1
lala 13 0.6 second second 8 1 356 -8 -6.199999 1.13999724388123 0 1
lala 15 0.3 first first 20 1 357 6.6 5.37 1.13999724388123 0.25 1
lala 17 0.00234375 second first 18 1 358 -6.6 -6.316875 0.639997720718384 0.25 -1
lala 18 0.0005859375 first second 13 1 359 6.6 5.390743 0.39999794960022 0 -1
lala 10 0.3 second second 17 1 360 -8 -6.800001 0.519997835159302 0.25 1
lala 21 0.0375 first first 9 1 361 -8 -5.900001 0.819997549057007 0 1
lala 9 0.6 second second 5 1 362 6.6 7.380001 0.459997892379761 -0.25 1
lala 15 0.6 second second 2 1 363 -6.6 -6.119999 0.679997682571411 -0.25 1
lala 11 0.15 second second 17 1 364 -8 -6.650001 0.61999773979187 0.25 1
lala 20 0.3 second first 16 1 365 -8 -6.6875 0.479997873306274 0.25 -1
lala 14 0.3 first first 19 1 366 -6.6 -6.029999 0.99999737739563 0.25 1
lala 13 0.15 first first 7 1 367 8 7.850001 0.859997510910034 -0.25 1
lala 19 0.3 second first 1 1 368 -8 -6.199998 0.579997777938843 -0.25 -1
lala 19 0.001171875 second second 13 1 369 6.6 5.391915 0.959997415542603 0 1
lala 16 0.6 first second 2 1 370 -6.6 -5.52 144.074471950531 -0.25 -1
lala 16 0.15 first first 20 1 371 6.6 5.22 0.779997587203979 0.25 1
lala 10 0.6 second first 5 1 372 6.6 6.780001 0.519997835159302 -0.25 -1
lala 12 0.15 second second 17 1 373 -8 -6.5 0.499997854232788 0.25 1
lala 14 0.3 first first 7 1 374 8 7.550001 0.439997911453247 -0.25 1
lala 18 0.075 second first 21 1 375 6.6 5.73 0.299998044967651 0.25 -1
lala 15 0.6 second second 7 1 376 8 6.950001 0.219998121261597 -0.25 1
lala 16 1.2 first second 7 1 377 8 5.750001 1.57999682426453 -0.25 -1
lala 16 0.3 first first 23 1 378 8 6.200002 1.77999687194824 0.25 1
lala 17 0.075 second first 3 1 379 -6.6 -6.18 0.299998044967651 -0.25 -1
lala 14 0.6 first second 8 1 380 -8 -5.599999 0.39999794960022 0 -1
lala 20 0.15 second second 14 1 381 8 6.181251 0.319998025894165 0 1
lala 11 0.3 first first 5 1 382 6.6 7.080001 0.839997529983521 -0.25 1
lala 18 0.01875 second first 15 1 383 8 6.5 1.19999718666077 0 -1
lala 22 0.0046875 second second 4 1 384 6.6 7.024688 0.739997625350952 -0.25 1
lala 17 0.15 second first 23 1 385 8 6.050002 0.639997720718384 0.25 -1
lala 17 0.3 first first 11 1 386 -6.6 -6.105001 0.459997892379761 0 1
lala 13 0.15 second second 17 1 387 -8 -6.35 0.339998006820679 0.25 1
lala 19 0.0375 first first 21 1 388 6.6 5.7675 2.27999639511108 0.25 1
lala 17 0.3 second second 2 1 389 -6.6 -5.82 0.339998006820679 -0.25 1
lala 20 0.15 second first 1 1 390 -8 -6.349998 1.91999673843384 -0.25 -1
lala 20 0.0046875 second first 12 1 391 6.6 5.08875 0.779997587203979 0 -1
lala 11 0.075 second second 22 1 392 8 5.525 0.899997472763062 0.25 1
lala 23 0.009375 first first 4 1 393 6.6 7.015313 0.61999773979187 -0.25 1
lala 18 0.075 first second 23 1 394 8 6.125001 0.519997835159302 0.25 -1
lala 12 0.009375 first second 6 1 395 8 6.003125 0.419997930526733 -0.25 -1
lala 13 0.009375 second first 6 1 396 8 6.0125 0.219998121261597 -0.25 -1
lala 24 0.01875 first first 4 1 397 6.6 6.996562 0.459997892379761 -0.25 1
lala 14 0.009375 second first 6 1 398 8 6.021875 0.599997758865356 -0.25 -1
lala 18 0.15 first first 2 1 399 -6.6 -5.67 0.579997777938843 -0.25 1
lala 21 0.15 second second 14 1 400 8 6.03125 0.219998121261597 0 1
lala 22 0.0375 second second 9 1 401 -8 -5.862501 0.259998083114624 0 1
lala 12 0.01875 second second 10 1 402 -6.6 -6.17625 0.679997682571411 0 1
lala 19 0.01875 second first 15 1 403 8 6.518751 0.379997968673706 0 -1
lala 12 0.0375 second first 0 1 404 -8 -6.3875 0.359997987747192 -0.25 -1
lala 21 0.6 second second 16 1 405 -8 -7.2875 0.339998006820679 0.25 1
lala 12 0.15 first first 5 1 406 6.6 6.930001 0.299998044967651 -0.25 1
lala 21 0.15 second second 1 1 407 -8 -6.499999 1.57999682426453 -0.25 1
lala 13 0.15 second first 5 1 408 6.6 6.780001 1.47999691963196 -0.25 -1
lala 20 0.0375 second second 15 1 409 8 6.556251 0.199998140335083 0 1
lala 19 0.075 first second 23 1 410 8 6.200001 1.17999720573425 0.25 -1
lala 19 0.15 second first 2 1 411 -6.6 -5.52 0.439997911453247 -0.25 -1
lala 23 0.0375 second first 9 1 412 -8 -5.825001 0.39999794960022 0 -1
lala 20 0.075 second first 2 1 413 -6.6 -5.594999 0.319998025894165 -0.25 -1
lala 15 0.6 second first 19 1 414 -6.6 -5.429999 0.0999982357025146 0.25 -1
lala 22 0.3 first second 14 1 415 8 5.73125 0.359997987747192 0 -1
lala 13 0.01875 second first 0 1 416 -8 -6.40625 0.199998140335083 -0.25 -1
lala 24 0.01875 first first 9 1 417 -8 -5.843751 1.29999709129334 0 1
lala 22 0.075 first second 1 1 418 -8 -6.424999 0.699997663497925 -0.25 -1
lala 20 0.01875 second first 21 1 419 6.6 5.74875 0.679997682571411 0.25 -1
lala 21 0.009375 first second 21 1 420 6.6 5.758125 0.639997720718384 0.25 -1
lala 14 0.01875 second second 0 1 421 -8 -6.425001 0.219998121261597 -0.25 1
lala 23 0.0375 first first 1 1 422 -8 -6.462499 0.379997968673706 -0.25 1
lala 21 0.00234375 second first 12 1 423 6.6 5.091094 0.739997625350952 0 -1
lala 15 0.3 second first 8 1 424 -8 -5.9 0.279998064041138 0 -1
lala 18 0.075 second second 3 1 425 -6.6 -6.255 0.799997568130493 -0.25 1
lala 23 0.15 second first 14 1 426 8 5.88125 0.319998025894165 0 -1
lala 21 0.075 second first 2 1 427 -6.6 -5.669999 0.439997911453247 -0.25 -1
lala 22 0.00234375 first second 12 1 428 6.6 5.093438 0.499997854232788 0 -1
lala 17 0.6 first first 7 1 429 8 6.350001 0.699997663497925 -0.25 1
lala 13 0.01875 second second 10 1 430 -6.6 -6.157499 0.279998064041138 0 1
lala 18 0.15 first second 11 1 431 -6.6 -5.955001 0.459997892379761 0 -1
lala 16 0.3 second first 19 1 432 -6.6 -5.73 0.279998064041138 0.25 -1
lala 17 0.15 second first 20 1 433 6.6 5.07 0.539997816085815 0.25 -1
lala 17 0.3 second second 19 1 434 -6.6 -6.03 0.439997911453247 0.25 1
lala 18 0.15 second first 19 1 435 -6.6 -5.88 0.539997816085815 0.25 -1
lala 25 0.009375 second first 9 1 436 -8 -5.834376 0.379997968673706 0 -1
lala 18 0.001171875 second first 18 1 437 -6.6 -6.318047 0.379997968673706 0.25 -1
lala 20 0.0005859375 first second 13 1 438 6.6 5.391329 0.319998025894165 0 -1
lala 26 0.0046875 second second 9 1 439 -8 -5.839063 0.279998064041138 0 1
lala 22 0.3 second first 16 1 440 -8 -6.9875 1.21999716758728 0.25 -1
lala 14 0.3 second second 17 1 441 -8 -6.05 0.419997930526733 0.25 1
lala 25 0.0375 second second 4 1 442 6.6 6.959063 0.779997587203979 -0.25 1
lala 20 0.075 second second 23 1 443 8 6.275001 0.319998025894165 0.25 1
lala 12 0.0375 second first 22 1 444 8 5.4875 1.41999697685242 0.25 -1
lala 22 0.009375 second first 21 1 445 6.6 5.7675 0.359997987747192 0.25 -1
lala 21 0.0002929688 second second 13 1 446 6.6 5.391622 0.659997701644897 0 1
lala 13 0.01875 second first 22 1 447 8 5.50625 1.11999726295471 0.25 -1
lala 14 0.01875 first first 10 1 448 -6.6 -6.138749 0.539997816085815 0 1
lala 23 0.15 second second 16 1 449 -8 -7.1375 0.379997968673706 0.25 1
lala 23 0.00234375 second first 12 1 450 6.6 5.095781 1.43999695777893 0 -1
lala 15 0.01875 second second 6 1 451 8 6.040626 0.299998044967651 -0.25 1
lala 19 0.075 second second 11 1 452 -6.6 -6.030001 2.75999593734741 0 1
lala 22 0.0001464844 first first 13 1 453 6.6 5.391475 0.659997701644897 0 1
lala 21 0.01875 second first 15 1 454 8 6.5375 0.339998006820679 0 -1
lala 15 0.0375 second second 10 1 455 -6.6 -6.101249 0.919997453689575 0 1
lala 23 0.0001464844 first first 13 1 456 6.6 5.391329 0.61999773979187 0 1
lala 20 0.0375 first first 11 1 457 -6.6 -5.992501 0.719997644424438 0 1
lala 18 0.075 second second 20 1 458 6.6 5.145 0.379997968673706 0.25 1
lala 24 0.0046875 first first 12 1 459 6.6 5.100469 0.739997625350952 0 1
lala 22 0.075 second first 2 1 460 -6.6 -5.744999 0.339998006820679 -0.25 -1
lala 16 0.009375 second first 6 1 461 8 6.03125 0.459997892379761 -0.25 -1
lala 15 0.6 first second 17 1 462 -8 -5.45 0.359997987747192 0.25 -1
lala 19 0.075 first second 19 1 463 -6.6 -5.954999 0.39999794960022 0.25 -1
lala 16 0.3 second first 8 1 464 -8 -6.2 0.379997968673706 0 -1
lala 24 0.15 second first 14 1 465 8 6.03125 0.939997434616089 0 -1
lala 19 0.0375 second first 20 1 466 6.6 5.1075 0.359997987747192 0.25 -1
lala 16 0.075 second first 10 1 467 -6.6 -6.026249 0.359997987747192 0 -1
lala 16 0.3 second first 17 1 468 -8 -5.75 0.319998025894165 0.25 -1
lala 24 0.01875 second first 1 1 469 -8 -6.443748 0.459997892379761 -0.25 -1
lala 25 0.009375 second second 1 1 470 -8 -6.453124 0.439997911453247 -0.25 1
lala 14 0.01875 first second 22 1 471 8 5.525001 0.639997720718384 0.25 -1
lala 23 0.009375 second second 21 1 472 6.6 5.776875 0.219998121261597 0.25 1
lala 25 0.00234375 first first 12 1 473 6.6 5.098125 0.799997568130493 0 1
lala 14 0.075 second second 5 1 474 6.6 6.855 0.179998159408569 -0.25 1
lala 17 0.0375 first second 10 1 475 -6.6 -6.063749 0.699997663497925 0 -1
lala 20 0.01875 first second 20 1 476 6.6 5.12625 0.439997911453247 0.25 -1
lala 21 0.01875 second first 20 1 477 6.6 5.145 0.279998064041138 0.25 -1
lala 26 0.0046875 second second 1 1 478 -8 -6.448436 0.39999794960022 -0.25 1
lala 21 0.0375 second second 23 1 479 8 6.237501 0.539997816085815 0.25 1
lala 15 0.01875 second second 22 1 480 8 5.543751 0.359997987747192 0.25 1
lala 22 0.0375 second first 23 1 481 8 6.200001 0.61999773979187 0.25 -1
lala 27 0.00234375 second first 9 1 482 -8 -5.83672 0.539997816085815 0 -1
lala 23 0.15 second first 2 1 483 -6.6 -5.894999 0.839997529983521 -0.25 -1
lala 22 0.01875 second first 20 1 484 6.6 5.16375 0.479997873306274 0.25 -1
lala 24 0.075 second second 16 1 485 -8 -7.0625 0.259998083114624 0.25 1
lala 23 0.0375 second first 20 1 486 6.6 5.20125 0.299998044967651 0.25 -1
lala 19 0.0375 second first 3 1 487 -6.6 -6.2175 0.319998025894165 -0.25 -1
lala 18 0.3 second first 7 1 488 8 6.050001 0.719997644424438 -0.25 -1
lala 26 0.00234375 first second 12 1 489 6.6 5.095781 0.299998044967651 0 -1
lala 15 0.0375 second second 5 1 490 6.6 6.817501 0.299998044967651 -0.25 1
lala 21 0.0375 first second 11 1 491 -6.6 -5.955001 0.579997777938843 0 -1
lala 27 0.0046875 second first 1 1 492 -8 -6.443749 0.299998044967651 -0.25 -1
lala 28 0.001171875 second first 9 1 493 -8 -5.837892 0.419997930526733 0 -1
lala 24 0.0001464844 first first 13 1 494 6.6 5.391182 0.519997835159302 0 1
lala 17 0.0046875 first second 6 1 495 8 6.035938 0.379997968673706 -0.25 -1
lala 28 0.00234375 second first 1 1 496 -8 -6.446093 0.479997873306274 -0.25 -1
lala 22 0.01875 first first 11 1 497 -6.6 -5.973751 0.519997835159302 0 1
lala 22 0.009375 second second 15 1 498 8 6.546875 0.39999794960022 0 1
lala 23 0.009375 second second 11 1 499 -6.6 -5.964376 1.11999726295471 0 1
lala 24 0.075 second first 20 1 500 6.6 5.27625 1.35999703407288 0.25 -1
lala 29 0.001171875 second first 9 1 501 -8 -5.839064 0.279998064041138 0 -1
lala 20 0.075 first second 19 1 502 -6.6 -6.029999 1.41999697685242 0.25 -1
lala 23 0.0046875 second second 15 1 503 8 6.542188 0.23999810218811 0 1
lala 30 0.001171875 first first 9 1 504 -8 -5.840236 0.419997930526733 0 1
lala 23 0.01875 second second 23 1 505 8 6.218751 1.99999666213989 0.25 1
lala 19 0.15 second first 7 1 506 8 6.200001 1.01999735832214 -0.25 -1
lala 27 0.001171875 second first 12 1 507 6.6 5.096953 2.79999589920044 0 -1
lala 31 0.0005859375 second first 9 1 508 -8 -5.83965 0.279998064041138 0 -1
lala 29 0.00234375 second first 1 1 509 -8 -6.448436 1.13999724388123 -0.25 -1
lala 25 0.15 first second 20 1 510 6.6 5.42625 0.499997854232788 0.25 -1
lala 25 0.15 second second 14 1 511 8 6.181251 0.259998083114624 0 1
lala 26 0.3 second second 20 1 512 6.6 5.72625 0.119998216629028 0.25 1
lala 19 0.001171875 second second 18 1 513 -6.6 -6.319219 0.559997797012329 0.25 1
lala 24 0.0046875 second second 15 1 514 8 6.537501 1.19999718666077 0 1
lala 20 0.0005859375 second first 18 1 515 -6.6 -6.318633 0.699997663497925 0.25 -1
lala 24 0.0046875 first second 21 1 516 6.6 5.772188 0.739997625350952 0.25 -1
lala 16 0.009375 first second 22 1 517 8 5.534376 0.479997873306274 0.25 -1
lala 26 0.075 first first 4 1 518 6.6 6.884063 1.25999712944031 -0.25 1
lala 15 0.009375 first first 0 1 519 -8 -6.415626 0.939997434616089 -0.25 1
lala 18 0.0375 second second 10 1 520 -6.6 -6.101249 0.219998121261597 0 1
lala 24 0.009375 second first 23 1 521 8 6.209376 0.579997777938843 0.25 -1
lala 27 0.15 second second 4 1 522 6.6 6.734063 0.539997816085815 -0.25 1
lala 25 0.0002929688 first second 13 1 523 6.6 5.39089 0.479997873306274 0 -1
lala 21 0.075 second first 19 1 524 -6.6 -6.104999 0.359997987747192 0.25 -1
lala 21 0.0002929688 first first 18 1 525 -6.6 -6.318925 0.499997854232788 0.25 1
lala 17 0.3 second first 17 1 526 -8 -6.050001 0.199998140335083 0.25 -1
lala 27 0.15 first first 20 1 527 6.6 5.57625 0.519997835159302 0.25 1
lala 22 0.0001464844 second second 18 1 528 -6.6 -6.318779 0.639997720718384 0.25 1
lala 18 0.0046875 second second 6 1 529 8 6.040625 0.899997472763062 -0.25 1
lala 22 0.15 second first 19 1 530 -6.6 -6.254999 2.65999603271484 0.25 -1
lala 24 0.3 first first 2 1 531 -6.6 -6.194999 0.679997682571411 -0.25 1
lala 25 0.0046875 first first 15 1 532 8 6.532814 0.579997777938843 0 1
lala 23 0.3 second first 19 1 533 -6.6 -6.554999 0.259998083114624 0.25 -1
lala 19 0.00234375 second second 6 1 534 8 6.038281 0.259998083114624 -0.25 1
lala 28 0.3 second first 4 1 535 6.6 6.434062 1.8599967956543 -0.25 -1
lala 20 0.01875 second second 3 1 536 -6.6 -6.23625 3.57999515533447 -0.25 1
lala 28 0.15 second first 20 1 537 6.6 5.42625 0.959997415542603 0.25 -1
lala 23 0.0001464844 first first 18 1 538 -6.6 -6.318633 0.499997854232788 0.25 1
lala 24 0.009375 second first 11 1 539 -6.6 -5.955001 0.279998064041138 0 -1
lala 20 0.00234375 second second 6 1 540 8 6.035938 1.79999685287476 -0.25 1
lala 18 0.3 second second 17 1 541 -8 -6.350001 91.5962386131287 0.25 1
lala 29 0.15 second first 4 1 542 6.6 6.584063 0.779997587203979 -0.25 -1
lala 24 0.0001464844 first second 18 1 543 -6.6 -6.318486 0.719997644424438 0.25 -1
lala 25 0.0046875 first second 23 1 544 8 6.214064 1.07999730110168 0.25 -1
lala 30 0.00234375 first second 1 1 545 -8 -6.45078 0.859997510910034 -0.25 -1
lala 25 0.15 second first 2 1 546 -6.6 -6.044999 0.39999794960022 -0.25 -1
lala 26 0.009375 second first 15 1 547 8 6.523438 0.479997873306274 0 -1
lala 28 0.001171875 first second 12 1 548 6.6 5.098125 0.659997701644897 0 -1
lala 29 0.001171875 second second 12 1 549 6.6 5.099298 0.339998006820679 0 1
lala 19 0.15 second first 17 1 550 -8 -6.200001 0.579997777938843 0.25 -1
lala 26 0.075 first first 14 1 551 8 6.106251 1.03999733924866 0 1
lala 17 0.0046875 first second 22 1 552 8 5.539063 0.779997587203979 0.25 -1
lala 17 0.3 second first 8 1 553 -8 -6.5 0.23999810218811 0 -1
lala 20 0.15 second second 7 1 554 8 6.350001 0.359997987747192 -0.25 1
lala 18 0.6 first first 8 1 555 -8 -7.1 1.29999709129334 0 1
lala 16 0.0375 second second 5 1 556 6.6 6.780001 0.319998025894165 -0.25 1
lala 20 0.075 second second 17 1 557 -8 -6.275001 1.3999969959259 0.25 1
lala 19 0.3 second second 8 1 558 -8 -6.8 0.259998083114624 0 1
lala 21 0.00234375 second first 6 1 559 8 6.033594 0.879997491836548 -0.25 -1
lala 25 0.075 second first 16 1 560 -8 -6.987501 0.419997930526733 0.25 -1
lala 30 0.0005859375 first first 12 1 561 6.6 5.098711 0.39999794960022 0 1
lala 27 0.0046875 second second 15 1 562 8 6.528126 0.319998025894165 0 1
lala 18 0.0046875 second first 22 1 563 8 5.54375 0.479997873306274 0.25 -1
lala 26 0.0046875 second second 23 1 564 8 6.218751 0.339998006820679 0.25 1
lala 26 0.0375 second first 16 1 565 -8 -7.025001 0.939997434616089 0.25 -1
lala 19 0.0046875 first second 22 1 566 8 5.548438 0.939997434616089 0.25 -1
lala 31 0.0005859375 first first 12 1 567 6.6 5.098125 1.21999716758728 0 1
lala 22 0.001171875 second second 6 1 568 8 6.034766 0.119998216629028 -0.25 1
lala 27 0.075 first first 14 1 569 8 6.031251 0.379997968673706 0 1
lala 20 0.009375 first second 22 1 570 8 5.557813 0.499997854232788 0.25 -1
lala 32 0.0002929688 second first 9 1 571 -8 -5.839942 0.179998159408569 0 -1
lala 19 0.01875 second second 10 1 572 -6.6 -6.082499 0.339998006820679 0 1
lala 23 0.0005859375 second first 6 1 573 8 6.03418 0.359997987747192 -0.25 -1
lala 21 0.075 second second 7 1 574 8 6.275001 0.739997625350952 -0.25 1
lala 27 0.00234375 second second 23 1 575 8 6.216407 0.259998083114624 0.25 1
lala 24 0.0002929688 second first 6 1 576 8 6.034473 1.31999707221985 -0.25 -1
lala 16 0.009375 second second 0 1 577 -8 -6.40625 0.299998044967651 -0.25 1
lala 32 0.0005859375 second first 12 1 578 6.6 5.097539 0.499997854232788 0 -1
lala 25 0.0046875 first first 11 1 579 -6.6 -5.959688 1.45999693870544 0 1
lala 25 7.324219E-05 first first 18 1 580 -6.6 -6.31856 0.939997434616089 0.25 1
lala 21 0.009375 first second 3 1 581 -6.6 -6.226875 10.8801140785217 -0.25 -1
lala 28 0.00234375 second first 23 1 582 8 6.214064 0.339998006820679 0.25 -1
lala 33 0.0002929688 second first 9 1 583 -8 -5.840235 0.179998159408569 0 -1
lala 20 0.01875 second second 10 1 584 -6.6 -6.063749 0.259998083114624 0 1
lala 28 0.00234375 first second 15 1 585 8 6.525782 1.75999689102173 0 -1
lala 29 0.001171875 second second 23 1 586 8 6.215236 0.199998140335083 0.25 1
lala 34 0.0002929688 second first 9 1 587 -8 -5.840528 0.639997720718384 0 -1
lala 21 0.0375 second first 17 1 588 -8 -6.237501 0.419997930526733 0.25 -1
lala 17 0.009375 first second 0 1 589 -8 -6.396875 0.379997968673706 -0.25 -1
lala 35 0.0005859375 first second 9 1 590 -8 -5.841114 0.359997987747192 0 -1
lala 24 0.6 first first 19 1 591 -6.6 -7.154999 0.519997835159302 0.25 1
lala 26 0.0001464844 second second 13 1 592 6.6 5.391036 0.359997987747192 0 1
lala 18 0.0046875 second second 0 1 593 -8 -6.401563 0.359997987747192 -0.25 1
lala 22 0.01875 first second 17 1 594 -8 -6.256251 0.579997777938843 0.25 -1
lala 29 0.001171875 first first 15 1 595 8 6.526954 0.599997758865356 0 1
lala 30 0.15 second first 4 1 596 6.6 6.734063 0.299998044967651 -0.25 -1
lala 27 0.0375 first second 16 1 597 -8 -7.0625 0.319998025894165 0.25 -1
lala 33 0.0002929688 first second 12 1 598 6.6 5.097832 0.359997987747192 0 -1
lala 20 0.3 second first 8 1 599 -8 -6.5 0.199998140335083 0 -1
lala 22 0.075 second second 7 1 600 8 6.200001 1.51999688148499 -0.25 1
lala 30 0.0005859375 second second 15 1 601 8 6.526368 0.579997777938843 0 1
lala 31 0.0046875 second first 1 1 602 -8 -6.455467 0.179998159408569 -0.25 -1
lala 21 0.01875 second first 22 1 603 8 5.576563 0.479997873306274 0.25 -1
lala 26 3.66211E-05 first second 18 1 604 -6.6 -6.318523 1.59999680519104 0.25 -1
lala 25 0.00234375 second first 21 1 605 6.6 5.774532 0.499997854232788 0.25 -1
lala 22 0.0046875 second second 3 1 606 -6.6 -6.231562 0.419997930526733 -0.25 1
lala 26 0.00234375 second second 21 1 607 6.6 5.776875 0.439997911453247 0.25 1
lala 36 0.001171875 second second 9 1 608 -8 -5.842286 0.179998159408569 0 1
lala 17 0.0375 first first 5 1 609 6.6 6.742501 0.899997472763062 -0.25 1
lala 26 0.075 second second 2 1 610 -6.6 -6.119999 0.139998197555542 -0.25 1
lala 23 0.01875 first second 17 1 611 -8 -6.275001 0.479997873306274 0.25 -1
lala 29 0.075 first second 20 1 612 6.6 5.50125 0.339998006820679 0.25 -1
lala 27 7.324219E-05 first second 13 1 613 6.6 5.390963 0.23999810218811 0 -1
lala 27 0.0375 second second 2 1 614 -6.6 -6.082499 0.219998121261597 -0.25 1
lala 28 3.66211E-05 second first 13 1 615 6.6 5.390999 0.879997491836548 0 -1
lala 30 0.075 second second 20 1 616 6.6 5.57625 35.5806784629822 0.25 1
lala 28 0.075 second second 14 1 617 8 5.956251 0.319998025894165 0 1
lala 23 0.00234375 first first 3 1 618 -6.6 -6.229218 0.419997930526733 -0.25 1
lala 18 0.075 first first 5 1 619 6.6 6.667501 0.179998159408569 -0.25 1
lala 25 0.3 second second 19 1 620 -6.6 -6.854999 0.299998044967651 0.25 1
lala 19 0.00234375 second second 0 1 621 -8 -6.399219 0.279998064041138 -0.25 1
lala 20 0.00234375 second first 0 1 622 -8 -6.396875 0.199998140335083 -0.25 -1
lala 22 0.0375 first second 22 1 623 8 5.614063 0.419997930526733 0.25 -1
lala 26 0.00234375 second second 11 1 624 -6.6 -5.957345 0.23999810218811 0 1
lala 23 0.075 first second 7 1 625 8 6.125001 0.319998025894165 -0.25 -1
lala 37 0.0005859375 second first 9 1 626 -8 -5.8417 0.119998216629028 0 -1
lala 19 0.15 second second 5 1 627 6.6 6.517501 0.279998064041138 -0.25 1
lala 28 0.0375 first first 2 1 628 -6.6 -6.044999 0.539997816085815 -0.25 1
lala 27 0.001171875 first second 21 1 629 6.6 5.775703 1.23999714851379 0.25 -1
lala 28 0.0375 second first 16 1 630 -8 -7.1 12.3801484107971 0.25 -1
lala 21 0.15 second first 8 1 631 -8 -6.65 0.299998044967651 0 -1
lala 21 0.01875 second second 10 1 632 -6.6 -6.044999 0.159998178482056 0 1
lala 27 0.00234375 second first 11 1 633 -6.6 -5.955001 0.279998064041138 0 -1
lala 23 0.075 second first 22 1 634 8 5.689063 0.299998044967651 0.25 -1
lala 26 0.3 first first 19 1 635 -6.6 -6.554999 1.07999730110168 0.25 1
lala 31 0.0005859375 first second 15 1 636 8 6.525782 0.479997873306274 0 -1
lala 22 0.0375 second second 10 1 637 -6.6 -6.007499 0.259998083114624 0 1
lala 29 0.15 first second 14 1 638 8 5.806251 0.219998121261597 0 -1
lala 34 0.0002929688 second second 12 1 639 6.6 5.098125 0.319998025894165 0 1
lala 30 0.075 second second 14 1 640 8 5.881251 0.219998121261597 0 1
lala 24 0.00234375 first first 3 1 641 -6.6 -6.226875 1.15999722480774 -0.25 1
lala 38 0.0002929688 first second 9 1 642 -8 -5.841993 1.63999700546265 0 -1
lala 24 0.01875 second second 17 1 643 -8 -6.293751 0.219998121261597 0.25 1
lala 28 0.001171875 second second 11 1 644 -6.6 -5.956173 0.219998121261597 0 1
lala 29 0.0005859375 second first 11 1 645 -6.6 -5.955587 1.73999691009521 0 -1
lala 25 0.00234375 first second 3 1 646 -6.6 -6.224531 1.11999726295471 -0.25 -1
lala 32 0.0002929688 second first 15 1 647 8 6.526075 0.459997892379761 0 -1
lala 31 0.15 second second 4 1 648 6.6 6.884063 0.739997625350952 -0.25 1
lala 24 0.0375 second first 7 1 649 8 6.162501 0.379997968673706 -0.25 -1
lala 31 0.0375 second first 20 1 650 6.6 5.53875 0.739997625350952 0.25 -1
lala 25 0.009375 second first 17 1 651 -8 -6.284376 0.979997396469116 0.25 -1
lala 28 0.0005859375 first second 21 1 652 6.6 5.776289 0.839997529983521 0.25 -1
lala 21 0.001171875 second first 0 1 653 -8 -6.398047 0.99999737739563 -0.25 -1
lala 29 0.075 first second 16 1 654 -8 -7.175 0.639997720718384 0.25 -1
lala 29 0.0375 second first 2 1 655 -6.6 -6.007499 1.51999688148499 -0.25 -1
lala 31 0.0375 first first 14 1 656 8 5.843751 0.359997987747192 0 1
lala 24 0.15 first second 22 1 657 8 5.839063 0.339998006820679 0.25 -1
lala 32 0.075 first second 4 1 658 6.6 6.809063 0.61999773979187 -0.25 -1
lala 30 0.15 second second 16 1 659 -8 -7.325 0.339998006820679 0.25 1
lala 22 0.001171875 second second 0 1 660 -8 -6.39922 0.559997797012329 -0.25 1
lala 23 0.0005859375 second first 0 1 661 -8 -6.398633 0.279998064041138 -0.25 -1
lala 32 0.01875 first second 20 1 662 6.6 5.5575 0.61999773979187 0.25 -1
lala 20 0.3 first second 5 1 663 6.6 6.217501 0.61999773979187 -0.25 -1
lala 25 0.0002929688 first second 6 1 664 8 6.034766 0.219998121261597 -0.25 -1
lala 22 0.15 second second 8 1 665 -8 -6.8 0.319998025894165 0 1
lala 33 0.0002929688 first first 15 1 666 8 6.526368 1.41999697685242 0 1
lala 31 0.075 second first 16 1 667 -8 -7.25 2.2999963760376 0.25 -1
lala 33 0.0375 first second 4 1 668 6.6 6.846563 0.479997873306274 -0.25 -1
