subject PestNr Step_Size_OnTrial Response_Interval Pest_Interval Condition block trial velH velH_Pest Reaction_Time velH_Subject Response_MotionEstimation
lala 30 0.0002929688 second first 11 1 669 -6.6 -5.95588 0.419997930526733 0 -1
lala 29 0.0005859375 first first 21 1 670 6.6 5.776875 1.0999972820282 0.25 1
lala 30 0.01875 first second 2 1 671 -6.6 -6.026249 0.639997720718384 -0.25 -1
lala 27 0.3 second first 19 1 672 -6.6 -6.254999 0.259998083114624 0.25 -1
lala 23 0.075 first second 10 1 673 -6.6 -5.932499 0.99999737739563 0 -1
lala 27 1.831055E-05 second second 18 1 674 -6.6 -6.318541 0.259998083114624 0.25 1
lala 26 0.0002929688 second first 6 1 675 8 6.035058 5.47999334335327 -0.25 -1
lala 27 0.0005859375 first second 6 1 676 8 6.035645 0.359997987747192 -0.25 -1
lala 21 0.15 second first 5 1 677 6.6 6.367501 0.23999810218811 -0.25 -1
lala 31 0.0002929688 first second 11 1 678 -6.6 -5.956172 1.49999690055847 0 -1
lala 28 0.001171875 second first 6 1 679 8 6.036817 0.579997777938843 -0.25 -1
lala 26 0.0046875 second first 17 1 680 -8 -6.289063 0.579997777938843 0.25 -1
lala 34 0.0375 first second 4 1 681 6.6 6.884063 0.719997644424438 -0.25 -1
lala 25 0.0375 second first 7 1 682 8 6.200001 0.359997987747192 -0.25 -1
lala 24 0.0375 first first 10 1 683 -6.6 -5.969999 1.19999718666077 0 1
lala 32 0.0375 second second 16 1 684 -8 -7.2875 0.339998006820679 0.25 1
lala 32 0.0375 second first 14 1 685 8 5.806251 0.419997930526733 0 -1
lala 35 0.0001464844 second first 12 1 686 6.6 5.097979 0.359997987747192 0 -1
lala 34 0.0001464844 second second 15 1 687 8 6.526221 0.279998064041138 0 1
lala 33 0.01875 first first 14 1 688 8 5.825001 0.199998140335083 0 1
lala 22 0.15 second second 5 1 689 6.6 6.517501 0.299998044967651 -0.25 1
lala 23 0.075 second first 8 1 690 -8 -6.725 1.01999735832214 0 -1
lala 35 0.0375 first first 4 1 691 6.6 6.921563 1.33999705314636 -0.25 1
lala 27 0.0046875 first first 17 1 692 -8 -6.293751 2.43999624252319 0.25 1
lala 39 0.0002929688 first second 9 1 693 -8 -5.842286 0.379997968673706 0 -1
lala 32 0.009375 second second 1 1 694 -8 -6.464842 0.419997930526733 -0.25 1
lala 35 0.0001464844 second first 15 1 695 8 6.526075 2.55999612808228 0 -1
lala 28 0.00234375 second first 17 1 696 -8 -6.291407 5.19999361038208 0.25 -1
lala 33 0.01875 second second 16 1 697 -8 -7.26875 0.379997968673706 0.25 1
lala 31 0.01875 first first 2 1 698 -6.6 -6.045 0.99999737739563 -0.25 1
lala 36 7.324219E-05 second first 12 1 699 6.6 5.098052 0.519997835159302 0 -1
lala 25 0.3 second first 22 1 700 8 6.139063 0.319998025894165 0.25 -1
lala 32 0.009375 second second 2 1 701 -6.6 -6.035625 0.959997415542603 -0.25 1
lala 29 0.00234375 second first 6 1 702 8 6.03916 0.259998083114624 -0.25 -1
lala 29 0.001171875 second first 17 1 703 -8 -6.292579 0.939997434616089 0.25 -1
lala 26 0.001171875 first first 3 1 704 -6.6 -6.225703 0.839997529983521 -0.25 1
lala 29 3.66211E-05 second first 13 1 705 6.6 5.391036 0.39999794960022 0 -1
lala 32 0.0002929688 second second 11 1 706 -6.6 -5.956465 0.979997396469116 0 1
lala 28 9.155274E-06 second first 18 1 707 -6.6 -6.318532 1.19999718666077 0.25 -1
lala 30 0.0002929688 first second 21 1 708 6.6 5.776583 0.639997720718384 0.25 -1
lala 30 0.0005859375 second first 23 1 709 8 6.21465 0.579997777938843 0.25 -1
lala 33 0.0046875 first second 1 1 710 -8 -6.460155 1.33999705314636 -0.25 -1
lala 30 0.0046875 second first 6 1 711 8 6.043848 0.319998025894165 -0.25 -1
lala 36 0.01875 first first 4 1 712 6.6 6.902812 0.279998064041138 -0.25 1
lala 33 0.0001464844 second first 11 1 713 -6.6 -5.956319 0.319998025894165 0 -1
lala 37 7.324219E-05 second second 12 1 714 6.6 5.098125 0.279998064041138 0 1
lala 36 7.324219E-05 first first 15 1 715 8 6.526148 0.299998044967651 0 1
lala 30 0.001171875 second second 17 1 716 -8 -6.293751 28.640519618988 0.25 1
lala 30 3.66211E-05 second first 13 1 717 6.6 5.391073 0.519997835159302 0 -1
lala 26 0.0375 second first 7 1 718 8 6.237501 0.61999773979187 -0.25 -1
lala 27 0.0005859375 first second 3 1 719 -6.6 -6.225117 0.819997549057007 -0.25 -1
lala 25 0.01875 first first 10 1 720 -6.6 -5.951249 0.659997701644897 0 1
lala 31 0.0005859375 first second 17 1 721 -8 -6.293165 0.759997606277466 0.25 -1
lala 31 0.0002929688 second first 23 1 722 8 6.214942 0.279998064041138 0.25 -1
lala 24 0.0002929688 second second 0 1 723 -8 -6.398926 0.279998064041138 -0.25 1
lala 31 7.324219E-05 second first 13 1 724 6.6 5.391146 0.659997701644897 0 -1
lala 26 0.6 second first 22 1 725 8 6.739063 0.719997644424438 0.25 -1
lala 26 0.01875 first first 10 1 726 -6.6 -5.932498 0.639997720718384 0 1
lala 31 0.009375 second first 6 1 727 8 6.053223 0.419997930526733 -0.25 -1
lala 28 0.15 first second 19 1 728 -6.6 -6.404999 0.519997835159302 0.25 -1
lala 29 0.15 second first 19 1 729 -6.6 -6.554999 0.319998025894165 0.25 -1
lala 32 0.0001464844 first second 13 1 730 6.6 5.391293 0.419997930526733 0 -1
lala 34 7.324219E-05 first first 11 1 731 -6.6 -5.956392 0.339998006820679 0 1
lala 33 0.01875 second first 20 1 732 6.6 5.57625 0.279998064041138 0.25 -1
lala 33 0.0002929688 second second 13 1 733 6.6 5.391585 0.279998064041138 0 1
lala 37 0.01875 second second 4 1 734 6.6 6.884062 0.599997758865356 -0.25 1
lala 25 0.0001464844 second second 0 1 735 -8 -6.39878 0.519997835159302 -0.25 1
lala 34 0.009375 second first 14 1 736 8 5.815626 0.339998006820679 0 -1
lala 32 0.0002929688 second second 17 1 737 -8 -6.293458 0.539997816085815 0.25 1
lala 34 0.01875 second second 20 1 738 6.6 5.595 0.259998083114624 0.25 1
lala 28 0.0002929688 second second 3 1 739 -6.6 -6.22541 0.579997777938843 -0.25 1
lala 33 0.009375 second second 2 1 740 -6.6 -6.026249 0.379997968673706 -0.25 1
lala 35 0.0046875 second first 14 1 741 8 5.820313 2.01999664306641 0 -1
lala 27 1.2 first first 22 1 742 8 7.939063 0.539997816085815 0.25 1
lala 29 4.577637E-06 second first 18 1 743 -6.6 -6.318537 0.319998025894165 0.25 -1
lala 36 0.0046875 second first 14 1 744 8 5.825001 0.379997968673706 0 -1
lala 35 3.66211E-05 second first 11 1 745 -6.6 -5.956356 2.77999591827393 0 -1
lala 27 0.01875 second second 10 1 746 -6.6 -5.913748 1.83999681472778 0 1
lala 34 0.009375 first second 2 1 747 -6.6 -6.016874 1.3999969959259 -0.25 -1
lala 31 0.0001464844 second first 21 1 748 6.6 5.776729 0.319998025894165 0.25 -1
lala 33 0.0001464844 second second 17 1 749 -8 -6.293312 1.73999691009521 0.25 1
lala 30 0.15 second first 19 1 750 -6.6 -6.704999 0.419997930526733 0.25 -1
lala 30 4.577637E-06 first first 18 1 751 -6.6 -6.318542 0.479997873306274 0.25 1
lala 40 0.0002929688 second first 9 1 752 -8 -5.842578 0.339998006820679 0 -1
lala 34 0.0001464844 second first 17 1 753 -8 -6.293165 0.819997549057007 0.25 -1
lala 37 3.66211E-05 first second 15 1 754 8 6.526112 0.539997816085815 0 -1
lala 38 3.66211E-05 first first 12 1 755 6.6 5.098089 1.05999732017517 0 1
lala 31 0.3 first first 19 1 756 -6.6 -7.004999 0.599997758865356 0.25 1
lala 34 0.00234375 second first 1 1 757 -8 -6.462499 0.679997682571411 -0.25 -1
lala 28 0.6 first first 22 1 758 8 7.339063 2.31999635696411 0.25 1
lala 24 0.0375 second second 8 1 759 -8 -6.7625 0.479997873306274 0 1
lala 34 0.0001464844 first first 13 1 760 6.6 5.391439 2.25999641418457 0 1
lala 32 0.0002929688 second second 23 1 761 8 6.215235 1.17999720573425 0.25 1
lala 26 0.0001464844 second second 0 1 762 -8 -6.398633 0.39999794960022 -0.25 1
lala 32 0.01875 first second 6 1 763 8 6.071973 0.439997911453247 -0.25 -1
lala 38 0.01875 second second 4 1 764 6.6 6.865312 0.719997644424438 -0.25 1
lala 31 2.288818E-06 second first 18 1 765 -6.6 -6.318539 0.579997777938843 0.25 -1
lala 33 0.0001464844 second second 23 1 766 8 6.215089 0.159998178482056 0.25 1
lala 29 0.6 second second 22 1 767 8 6.739063 0.139998197555542 0.25 1
lala 32 1.144409E-06 first second 18 1 768 -6.6 -6.31854 0.719997644424438 0.25 -1
lala 33 1.144409E-06 first second 18 1 769 -6.6 -6.318541 0.319998025894165 0.25 -1
lala 35 0.0001464844 second second 13 1 770 6.6 5.391293 0.179998159408569 0 1
lala 35 7.324219E-05 second first 17 1 771 -8 -6.293239 0.299998044967651 0.25 -1
lala 34 0.01875 second first 16 1 772 -8 -7.25 0.639997720718384 0.25 -1
lala 39 3.66211E-05 second first 12 1 773 6.6 5.098052 0.519997835159302 0 -1
lala 32 0.0001464844 second first 21 1 774 6.6 5.776875 0.299998044967651 0.25 -1
lala 30 0.6 second second 22 1 775 8 6.139063 0.799997568130493 0.25 1
lala 35 0.00234375 second first 1 1 776 -8 -6.464842 0.539997816085815 -0.25 -1
lala 36 0.00234375 second second 1 1 777 -8 -6.467186 1.97999668121338 -0.25 1
lala 28 0.0375 first second 10 1 778 -6.6 -5.876248 1.43999695777893 0 -1
lala 27 0.0001464844 second second 0 1 779 -8 -6.398487 0.319998025894165 -0.25 1
lala 34 0.0001464844 first first 23 1 780 8 6.214942 0.519997835159302 0.25 1
lala 35 0.0001464844 second second 23 1 781 8 6.214796 0.219998121261597 0.25 1
lala 35 0.009375 second first 20 1 782 6.6 5.585625 0.139998197555542 0.25 -1
lala 35 0.0046875 first first 2 1 783 -6.6 -6.021562 1.11999726295471 -0.25 1
lala 37 0.001171875 first first 1 1 784 -8 -6.466014 0.539997816085815 -0.25 1
lala 23 0.075 first first 5 1 785 6.6 6.442501 0.539997816085815 -0.25 1
lala 36 0.0001464844 first second 13 1 786 6.6 5.391146 1.0999972820282 0 -1
lala 31 1.2 first second 22 1 787 8 4.939063 0.579997777938843 0.25 -1
lala 36 1.831055E-05 first second 11 1 788 -6.6 -5.956374 1.27999711036682 0 -1
lala 33 0.0375 first second 6 1 789 8 6.109473 1.01999735832214 -0.25 -1
lala 29 0.0001464844 second second 3 1 790 -6.6 -6.225264 0.479997873306274 -0.25 1
lala 36 7.324219E-05 second first 17 1 791 -8 -6.293312 0.539997816085815 0.25 -1
lala 32 0.6 first first 22 1 792 8 5.539063 1.11999726295471 0.25 1
lala 25 0.01875 second second 8 1 793 -8 -6.74375 0.539997816085815 0 1
lala 37 1.831055E-05 first first 11 1 794 -6.6 -5.956392 0.679997682571411 0 1
lala 24 0.075 second second 5 1 795 6.6 6.367501 0.259998083114624 -0.25 1
lala 40 1.831055E-05 first first 12 1 796 6.6 5.09807 1.17999720573425 0 1
lala 37 7.324219E-05 second first 17 1 797 -8 -6.293386 0.939997434616089 0.25 -1
lala 38 1.831055E-05 second second 15 1 798 8 6.52613 0.339998006820679 0 1
lala 39 0.0375 second second 4 1 799 6.6 6.827812 0.359997987747192 -0.25 1
lala 34 0.075 second first 6 1 800 8 6.184473 0.499997854232788 -0.25 -1
lala 26 0.01875 second second 8 1 801 -8 -6.724999 0.499997854232788 0 1
lala 36 0.0046875 second second 20 1 802 6.6 5.590312 0.439997911453247 0.25 1
lala 28 0.0002929688 second first 0 1 803 -8 -6.398194 0.559997797012329 -0.25 -1
lala 25 0.075 first first 5 1 804 6.6 6.292501 0.499997854232788 -0.25 1
lala 30 0.0001464844 first first 3 1 805 -6.6 -6.225117 0.919997453689575 -0.25 1
lala 41 9.155274E-06 second first 12 1 806 6.6 5.098061 0.299998044967651 0 -1
lala 37 7.324219E-05 second first 13 1 807 6.6 5.39122 0.499997854232788 0 -1
lala 27 0.01875 second second 8 1 808 -8 -6.706249 0.479997873306274 0 1
lala 37 0.00234375 first second 20 1 809 6.6 5.587969 0.299998044967651 0.25 -1
lala 38 0.0001464844 second first 17 1 810 -8 -6.293532 0.319998025894165 0.25 -1
lala 32 0.15 second second 19 1 811 -6.6 -6.854999 0.379997968673706 0.25 1
lala 31 0.0001464844 first first 3 1 812 -6.6 -6.224971 0.579997777938843 -0.25 1
lala 33 0.0001464844 first second 21 1 813 6.6 5.777022 0.599997758865356 0.25 -1
lala 36 0.0002929688 second first 23 1 814 8 6.214503 0.779997587203979 0.25 -1
lala 27 0.075 first second 7 1 815 8 6.312501 0.979997396469116 -0.25 -1
lala 33 0.15 second second 19 1 816 -6.6 -6.704999 0.199998140335083 0.25 1
lala 28 0.0375 second second 8 1 817 -8 -6.668749 0.499997854232788 0 1
lala 38 9.155274E-06 first first 11 1 818 -6.6 -5.956383 0.339998006820679 0 1
lala 26 0.15 second first 5 1 819 6.6 6.142501 0.499997854232788 -0.25 -1
lala 40 0.075 second second 4 1 820 6.6 6.752812 0.379997968673706 -0.25 1
lala 38 7.324219E-05 first first 13 1 821 6.6 5.391293 0.519997835159302 0 1
lala 32 0.0002929688 second second 3 1 822 -6.6 -6.224678 0.119998216629028 -0.25 1
lala 29 0.01875 first first 10 1 823 -6.6 -5.894999 0.519997835159302 0 1
lala 39 9.155274E-06 second second 11 1 824 -6.6 -5.956374 0.959997415542603 0 1
lala 33 0.0005859375 second second 3 1 825 -6.6 -6.224092 0.419997930526733 -0.25 1
lala 38 0.001171875 second second 1 1 826 -8 -6.464842 0.379997968673706 -0.25 1
lala 38 0.001171875 first second 20 1 827 6.6 5.589141 0.23999810218811 0.25 -1
lala 30 0.009375 second second 10 1 828 -6.6 -5.885623 0.159998178482056 0 1
lala 41 0.0005859375 second second 9 1 829 -8 -5.843164 0.419997930526733 0 1
lala 39 9.155274E-06 second first 15 1 830 8 6.526121 0.639997720718384 0 -1
lala 42 0.0002929688 first second 9 1 830 -8 -5.842872 1.19999718666077 0 -1
lala 34 1.144409E-06 first second 18 1 831 -6.6 -6.318542 0.759997606277466 0.25 -1
lala 40 4.577637E-06 second second 15 1 832 8 6.526125 0.179998159408569 0 1
lala 29 0.0001464844 second second 0 1 833 -8 -6.398341 0.319998025894165 -0.25 1
lala 41 2.288818E-06 first first 15 1 834 8 6.526123 0.379997968673706 0 1
lala 42 2.288818E-06 second first 15 1 834 8 6.526121 0.279998064041138 0 -1
lala 40 9.155274E-06 second second 11 1 835 -6.6 -5.956365 1.01999735832214 0 1
lala 39 0.0002929688 second first 17 1 836 -8 -6.293825 0.279998064041138 0.25 -1
lala 39 3.66211E-05 first first 13 1 837 6.6 5.391256 1.47999691963196 0 1
lala 34 0.15 second second 19 1 838 -6.6 -6.554999 0.759997606277466 0.25 1
lala 39 0.001171875 first first 1 1 839 -8 -6.46367 1.33999705314636 -0.25 1
lala 29 0.075 second second 8 1 840 -8 -6.59375 0.759997606277466 0 1
lala 41 1.831055E-05 second first 11 1 841 -6.6 -5.956347 0.359997987747192 0 -1
lala 35 0.3 second first 19 1 842 -6.6 -6.254999 0.39999794960022 0.25 -1
lala 31 0.009375 second second 10 1 843 -6.6 -5.876248 0.39999794960022 0 1
lala 36 0.15 first second 19 1 844 -6.6 -6.404999 0.559997797012329 0.25 -1
lala 40 0.0005859375 first second 17 1 845 -8 -6.294411 1.15999722480774 0.25 -1
lala 40 3.66211E-05 first second 13 1 846 6.6 5.39122 0.599997758865356 0 -1
lala 43 1.144409E-06 first second 15 1 846 8 6.526122 0.23999810218811 0 -1
lala 34 0.001171875 second second 3 1 847 -6.6 -6.22292 0.419997930526733 -0.25 1
lala 36 0.00234375 second second 2 1 848 -6.6 -6.019218 0.23999810218811 -0.25 1
lala 37 0.0001464844 second second 23 1 849 8 6.21465 0.579997777938843 0.25 1
lala 40 0.00234375 second second 1 1 850 -8 -6.461326 0.799997568130493 -0.25 1
lala 41 0.0046875 first first 1 1 851 -8 -6.456639 6.70001840591431 -0.25 1
lala 35 0.15 second first 6 1 852 8 6.334473 0.439997911453247 -0.25 -1
lala 42 0.009375 first first 1 1 852 -8 -6.447264 0.479997873306274 -0.25 1
lala 35 2.288818E-06 second second 18 1 853 -6.6 -6.318544 0.339998006820679 0.25 1
lala 32 0.009375 first first 10 1 854 -6.6 -5.866873 0.639997720718384 0 1
lala 33 0.01875 first first 10 1 855 -6.6 -5.848123 0.299998044967651 0 1
lala 35 0.00234375 first first 3 1 856 -6.6 -6.220576 0.679997682571411 -0.25 1
lala 43 0.01875 second second 1 1 856 -8 -6.428514 0.219998121261597 -0.25 1
lala 28 0.15 second second 7 1 857 8 6.462501 1.45999693870544 -0.25 1
lala 30 0.15 second first 8 1 858 -8 -6.443749 0.359997987747192 0 -1
lala 41 0.001171875 second second 17 1 859 -8 -6.295583 0.159998178482056 0.25 1
lala 41 0.15 second second 4 1 860 6.6 6.602812 1.07999730110168 -0.25 1
lala 36 1.144409E-06 second first 18 1 861 -6.6 -6.318543 0.719997644424438 0.25 -1
lala 27 0.075 second first 5 1 862 6.6 6.217501 0.579997777938843 -0.25 -1
lala 37 0.0046875 first first 14 1 863 8 5.829688 0.699997663497925 0 1
lala 43 0.0001464844 first first 9 1 863 -8 -5.843018 0.459997892379761 0 1
lala 42 4.577637E-06 first second 12 1 863 6.6 5.098066 0.439997911453247 0 -1
lala 28 0.075 first second 5 1 864 6.6 6.292501 0.279998064041138 -0.25 -1
lala 37 0.00234375 first first 2 1 865 -6.6 -6.016874 1.33999705314636 -0.25 1
lala 37 5.722046E-07 second second 18 1 866 -6.6 -6.318544 0.279998064041138 0.25 1
lala 39 0.001171875 second second 20 1 867 6.6 5.590313 1.07999730110168 0.25 1
lala 36 0.3 second second 6 1 868 8 6.634473 0.439997911453247 -0.25 1
lala 31 0.075 first first 8 1 869 -8 -6.518749 0.779997587203979 0 1
lala 44 7.324219E-05 second second 9 1 869 -8 -5.842945 1.59999680519104 0 1
lala 43 4.577637E-06 first first 12 1 869 6.6 5.098071 0.279998064041138 0 1
lala 34 0.0375 second first 10 1 870 -6.6 -5.810623 0.179998159408569 0 -1
lala 38 0.00234375 second first 14 1 871 8 5.827344 0.719997644424438 0 -1
lala 40 0.0005859375 first first 20 1 872 6.6 5.589727 1.01999735832214 0.25 1
lala 41 0.0005859375 first first 20 1 873 6.6 5.589141 1.17999720573425 0.25 1
lala 29 0.075 first first 5 1 874 6.6 6.367501 0.919997453689575 -0.25 1
lala 37 0.15 second second 19 1 875 -6.6 -6.554999 0.299998044967651 0.25 1
lala 37 0.15 first first 6 1 876 8 6.484473 0.979997396469116 -0.25 1
lala 44 1.144409E-06 first first 15 1 876 8 6.526123 0.339998006820679 0 1
lala 45 5.722046E-07 second first 15 1 876 8 6.526122 0.61999773979187 0 -1
lala 42 0.3 second first 4 1 876 6.6 6.302812 1.27999711036682 -0.25 -1
lala 41 1.831055E-05 first second 13 1 877 6.6 5.391238 2.07999658584595 0 -1
lala 38 7.324219E-05 second second 23 1 878 8 6.214576 0.299998044967651 0.25 1
lala 36 0.0046875 second second 3 1 879 -6.6 -6.215889 0.359997987747192 -0.25 1
lala 42 9.155274E-06 second second 11 1 879 -6.6 -5.956356 0.319998025894165 0 1
lala 42 1.831055E-05 second first 13 1 879 6.6 5.391256 0.419997930526733 0 -1
lala 39 0.001171875 second first 14 1 880 8 5.828516 1.65999698638916 0 -1
lala 35 0.009375 second first 16 1 881 -8 -7.259375 0.379997968673706 0.25 -1
lala 42 0.0005859375 first first 20 1 881 6.6 5.588555 1.07999730110168 0.25 1
lala 38 2.861023E-07 second first 18 1 882 -6.6 -6.318543 0.23999810218811 0.25 -1
lala 30 7.324219E-05 second second 0 1 883 -8 -6.398267 0.319998025894165 -0.25 1
lala 43 0.001171875 second second 20 1 883 6.6 5.587383 0.679997682571411 0.25 1
lala 37 0.009375 second second 3 1 884 -6.6 -6.206514 0.319998025894165 -0.25 1
lala 33 0.3 second first 22 1 885 8 5.239063 0.459997892379761 0.25 -1
lala 43 1.831055E-05 second first 13 1 885 6.6 5.391274 0.279998064041138 0 -1
lala 34 0.0002929688 first first 21 1 886 6.6 5.777315 0.699997663497925 0.25 1
lala 38 0.075 second first 19 1 887 -6.6 -6.479999 0.419997930526733 0.25 -1
lala 44 3.66211E-05 first first 13 1 887 6.6 5.391311 0.339998006820679 0 1
lala 35 0.0001464844 second second 21 1 888 6.6 5.777168 0.279998064041138 0.25 1
lala 43 0.15 first second 4 1 888 6.6 6.452812 0.319998025894165 -0.25 -1
lala 36 0.0001464844 second second 21 1 889 6.6 5.777022 0.259998083114624 0.25 1
lala 39 0.0375 first first 19 1 890 -6.6 -6.517499 0.459997892379761 0.25 1
lala 42 0.0005859375 first second 17 1 890 -8 -6.294997 0.319998025894165 0.25 -1
lala 35 0.01875 second first 10 1 891 -6.6 -5.829373 0.299998044967651 0 -1
lala 44 0.00234375 second first 20 1 891 6.6 5.585039 0.319998025894165 0.25 -1
lala 38 0.15 second first 6 1 892 8 6.334473 0.199998140335083 -0.25 -1
lala 39 0.075 second first 6 1 893 8 6.409472 0.799997568130493 -0.25 -1
lala 30 0.0375 first first 5 1 894 6.6 6.330001 0.979997396469116 -0.25 1
lala 36 0.01875 first second 10 1 895 -6.6 -5.848124 0.519997835159302 0 -1
lala 39 1.430512E-07 second first 18 1 896 -6.6 -6.318543 0.219998121261597 0.25 -1
lala 36 0.009375 second second 16 1 897 -8 -7.26875 0.799997568130493 0.25 1
lala 32 0.0375 first first 8 1 898 -8 -6.481249 0.359997987747192 0 1
lala 40 1.430512E-07 second first 18 1 899 -6.6 -6.318543 1.41999697685242 0.25 -1
lala 44 2.288818E-06 first first 12 1 899 6.6 5.098068 1.97999668121338 0 1
lala 37 0.0001464844 second first 21 1 900 6.6 5.776875 0.599997758865356 0.25 -1
lala 31 0.0375 second first 5 1 901 6.6 6.292501 0.279998064041138 -0.25 -1
lala 31 7.324219E-05 second second 0 1 902 -8 -6.398194 0.479997873306274 -0.25 1
lala 45 2.288818E-06 second first 12 1 902 6.6 5.098066 0.279998064041138 0 -1
lala 38 0.00234375 second second 2 1 903 -6.6 -6.014531 0.719997644424438 -0.25 1
lala 32 7.324219E-05 second first 0 1 904 -8 -6.39812 0.23999810218811 -0.25 -1
lala 29 0.075 first second 7 1 905 8 6.387501 0.879997491836548 -0.25 -1
lala 43 4.577637E-06 first first 11 1 905 -6.6 -5.956351 0.339998006820679 0 1
lala 38 7.324219E-05 second first 21 1 906 6.6 5.776949 0.199998140335083 0.25 -1
lala 33 3.66211E-05 second second 0 1 907 -8 -6.398157 0.319998025894165 -0.25 1
lala 39 7.324219E-05 first first 21 1 908 6.6 5.777022 5.39999341964722 0.25 1
lala 41 1.430512E-07 second first 18 1 909 -6.6 -6.318543 0.259998083114624 0.25 -1
lala 42 2.861023E-07 first second 18 1 909 -6.6 -6.318544 0.439997911453247 0.25 -1
lala 30 0.0375 second first 7 1 910 8 6.425001 0.559997797012329 -0.25 -1
lala 40 0.001171875 second first 14 1 911 8 5.829689 0.23999810218811 0 -1
lala 37 0.01875 first first 10 1 912 -6.6 -5.866874 0.299998044967651 0 1
lala 45 7.324219E-05 second second 9 1 912 -8 -5.842871 0.23999810218811 0 1
lala 38 0.009375 first first 10 1 913 -6.6 -5.857499 0.919997453689575 0 1
lala 40 3.66211E-05 second second 21 1 914 6.6 5.776986 0.599997758865356 0.25 1
lala 46 7.324219E-05 second first 9 1 914 -8 -5.842798 3.57999515533447 0 -1
lala 37 0.0046875 second first 16 1 915 -8 -7.264063 0.939997434616089 0.25 -1
lala 44 0.15 second second 4 1 915 6.6 6.602812 0.439997911453247 -0.25 1
lala 43 0.0002929688 second second 17 1 915 -8 -6.29529 0.339998006820679 0.25 1
lala 39 7.324219E-05 second first 23 1 916 8 6.214503 0.299998044967651 0.25 -1
lala 33 0.0375 second second 8 1 917 -8 -6.443749 0.199998140335083 0 1
lala 39 0.009375 second first 10 1 918 -6.6 -5.848124 0.279998064041138 0 -1
lala 32 0.01875 second second 5 1 919 6.6 6.311251 0.319998025894165 -0.25 1
lala 41 0.001171875 second second 14 1 920 8 5.830861 0.139998197555542 0 1
lala 44 0.0001464844 second first 17 1 920 -8 -6.295143 0.319998025894165 0.25 -1
lala 46 1.144409E-06 second first 12 1 920 6.6 5.098067 0.719997644424438 0 -1
lala 47 1.144409E-06 second first 12 1 920 6.6 5.098068 1.17999720573425 0 -1
lala 44 4.577637E-06 second second 11 1 920 -6.6 -5.956346 0.319998025894165 0 1
lala 33 0.009375 second second 5 1 921 6.6 6.301876 0.299998044967651 -0.25 1
lala 45 0.001171875 first first 20 1 921 6.6 5.586211 1.17999720573425 0.25 1
lala 38 0.01875 second first 3 1 922 -6.6 -6.187764 7.18002939224243 -0.25 -1
lala 48 1.144409E-06 first second 12 1 922 6.6 5.098069 0.61999773979187 0 -1
lala 39 0.0046875 second second 2 1 923 -6.6 -6.009843 0.379997968673706 -0.25 1
lala 34 0.15 first second 22 1 924 8 5.389063 0.39999794960022 0.25 -1
lala 39 0.009375 second second 3 1 925 -6.6 -6.197139 0.279998064041138 -0.25 1
lala 47 3.66211E-05 second first 9 1 925 -8 -5.842834 0.699997663497925 0 -1
lala 40 3.66211E-05 first first 23 1 926 8 6.21454 0.459997892379761 0.25 1
lala 43 5.722046E-07 second second 18 1 926 -6.6 -6.318544 0.379997968673706 0.25 1
lala 44 0.0375 second first 1 1 926 -8 -6.391014 0.259998083114624 -0.25 -1
lala 34 0.009375 second first 5 1 927 6.6 6.292501 0.61999773979187 -0.25 -1
lala 34 0.0375 second second 8 1 928 -8 -6.40625 0.419997930526733 0 1
lala 46 2.861023E-07 second second 15 1 928 8 6.526123 0.23999810218811 0 1
lala 40 0.0046875 first first 10 1 929 -6.6 -5.852811 1.59999680519104 0 1
lala 35 0.15 second first 22 1 930 8 5.539063 0.219998121261597 0.25 -1
lala 38 0.00234375 second second 16 1 931 -8 -7.266407 0.259998083114624 0.25 1
lala 45 1.831055E-05 first first 13 1 931 6.6 5.391293 0.599997758865356 0 1
lala 45 7.324219E-05 second second 17 1 931 -8 -6.295217 0.199998140335083 0.25 1
lala 41 1.831055E-05 first first 23 1 932 8 6.214521 0.259998083114624 0.25 1
lala 41 0.00234375 second second 10 1 933 -6.6 -5.850467 0.479997873306274 0 1
lala 45 0.075 first second 4 1 933 6.6 6.527812 0.719997644424438 -0.25 -1
lala 34 1.831055E-05 second second 0 1 934 -8 -6.398139 0.319998025894165 -0.25 1
lala 42 0.00234375 second second 10 1 934 -6.6 -5.848124 0.259998083114624 0 1
lala 39 0.001171875 second first 16 1 935 -8 -7.265234 0.199998140335083 0.25 -1
lala 40 0.009375 first first 2 1 936 -6.6 -6.000468 0.459997892379761 -0.25 1
lala 40 0.0005859375 second second 16 1 937 -8 -7.265821 0.219998121261597 0.25 1
lala 46 1.831055E-05 second first 13 1 937 6.6 5.391274 0.379997968673706 0 -1
lala 35 0.075 second first 8 1 938 -8 -6.33125 0.359997987747192 0 -1
lala 42 1.831055E-05 second first 23 1 938 8 6.214503 0.639997720718384 0.25 -1
lala 43 0.00234375 second second 10 1 938 -6.6 -5.84578 0.379997968673706 0 1
lala 45 4.577637E-06 first second 11 1 938 -6.6 -5.956341 0.199998140335083 0 -1
lala 42 0.0005859375 first second 14 1 938 8 5.830275 0.259998083114624 0 -1
lala 35 1.831055E-05 second second 0 1 939 -8 -6.398121 25.8604559898376 -0.25 1
lala 44 0.0046875 second first 10 1 939 -6.6 -5.841093 0.519997835159302 0 -1
lala 49 2.288818E-06 first first 12 1 939 6.6 5.098071 0.839997529983521 0 1
